timestamp,volume,trades,price
1578213900000,6814839.07448277,6327,7430.05
1578214800000,7487407.06361962,5603,7429.8
1578215700000,2332144.92264109,2323,7427.61
1578216600000,2704827.97497868,3041,7411.35
1578217500000,2850375.34440181,3307,7427.74
1578218400000,1532414.39948182,1899,7424.78
1578219300000,1438560.9214721,2155,7421.38
1578220200000,2617807.6764501,2882,7412.12
1578221100000,1792784.11447301,2242,7415.12
1578222000000,1587685.97896651,2520,7423.85
1578222900000,2135761.60789238,2494,7429.4
1578223800000,2389861.80933528,3169,7434.87
1578224700000,1324142.53315373,2096,7422.33
1578225600000,1699851.4083727,2717,7441.73
1578226500000,3077821.3622398,4179,7442.98
1578227400000,1274315.80550894,2013,7440.2
1578228300000,1983667.97723093,2633,7457.01
1578229200000,2556117.58737068,3347,7452.24
1578230100000,3716110.81717772,4133,7420.81
1578231000000,2326053.40070603,2770,7434.32
1578231900000,1350496.43067238,2127,7431.15
1578232800000,1500567.96741846,2368,7439.23
1578233700000,1384496.80000451,2576,7441.23
1578234600000,1316970.17875848,2536,7439.67
1578235500000,1984386.50963337,2794,7431.82
1578236400000,1576584.92631058,2569,7444.81
1578237300000,3224160.03969473,4717,7458.54
1578238200000,4931459.69114039,6838,7447.81
1578239100000,3988279.56248012,4582,7468.42
1578240000000,3884245.72547687,4724,7460.2
1578240900000,2991223.20420435,3625,7473.36
1578241800000,3779927.10594287,4230,7462.44
1578242700000,2521086.85310208,3095,7461.38
1578243600000,2264416.62069084,3380,7458.09
1578244500000,1874916.05224233,2866,7466.6
1578245400000,1376386.8505467,2264,7462.06
1578246300000,1230960.61886993,2120,7464.65
1578247200000,1274952.6182768,2273,7454.57
1578248100000,2326937.32284887,3339,7439.37
1578249000000,3770502.83937802,4427,7435.13
1578249900000,1756127.43944167,2452,7438.72
1578250800000,2439141.11672199,2782,7444.34
1578251700000,1699067.80794598,2687,7449.0
1578252600000,1382758.30446245,2187,7446.6
1578253500000,1565261.21857436,2370,7444.14
1578254400000,1308776.09883437,2208,7440.82
1578255300000,1543391.20954579,1700,7430.82
1578256200000,1290747.06248521,1904,7434.47
1578257100000,970718.59397014,1623,7431.6
1578258000000,3941681.15856175,4039,7415.11
1578258900000,1660274.49063421,2077,7409.32
1578259800000,7266226.49271194,8045,7387.96
1578260700000,3590025.29184666,3604,7368.52
1578261600000,2648673.96097945,3213,7384.94
1578262500000,8913308.74599639,9121,7337.89
1578263400000,2566526.93936571,3548,7351.4
1578264300000,2404495.93088033,2885,7355.73
1578265200000,3123193.53503654,4027,7340.01
1578266100000,3071394.95073118,3702,7349.19
1578267000000,2042443.85207961,2315,7356.54
1578267900000,1963328.30647352,2273,7358.75
1578268800000,3201051.09197974,2847,7368.35
1578269700000,2581965.70959405,2751,7358.99
1578270600000,1649158.097338,1950,7368.2
1578271500000,2574475.57628557,2851,7378.75
1578272400000,3211693.43538373,3748,7374.45
1578273300000,1731311.16016708,2452,7378.28
1578274200000,1715425.03067607,2533,7387.6
1578275100000,5389636.86237173,5366,7423.5
1578276000000,21442885.61967457,18581,7480.5
1578276900000,5880511.59737018,5845,7512.88
1578277800000,3900369.72338605,3972,7497.81
1578278700000,12439942.16647157,9858,7551.44
1578279600000,23195277.25922478,16627,7533.13
1578280500000,6168850.20549217,4721,7520.96
1578281400000,3182854.46363785,2892,7527.69
1578282300000,3392706.44014567,3577,7540.9
1578283200000,4204794.89247931,4115,7535.16
1578284100000,2969559.24154506,3344,7518.8
1578285000000,1971097.63552605,2810,7528.24
1578285900000,2565492.05234453,3206,7529.52
1578286800000,2205320.21802437,2871,7523.85
1578287700000,2733089.7014631,3266,7513.26
1578288600000,2764057.51599661,3395,7508.33
1578289500000,3371164.57823938,3236,7532.85
1578290400000,2161803.29045857,2954,7527.48
1578291300000,1611678.28483948,2204,7518.01
1578292200000,1669999.28991843,2300,7522.0
1578293100000,1126427.30119364,2049,7520.0
1578294000000,1475727.58747295,2305,7521.99
1578294900000,1583116.8044194,2233,7520.1
1578295800000,2077983.80315575,2436,7517.18
1578296700000,1794727.39815228,2185,7507.91
1578297600000,3148665.6368851,3217,7525.39
1578298500000,2162158.81710469,2857,7525.0
1578299400000,2975454.09617658,3674,7535.8
1578300300000,4450706.87262117,4580,7547.55
1578301200000,3983836.56253017,4407,7528.8
1578302100000,4062828.28026723,4222,7530.1
1578303000000,3403403.80507304,4624,7542.18
1578303900000,4176172.27862799,5434,7550.78
1578304800000,3683823.65158874,4291,7545.73
1578305700000,2400043.09172392,3579,7543.02
1578306600000,3093194.83060677,4309,7545.92
1578307500000,5267463.03800233,6364,7561.22
1578308400000,3651883.90465276,4693,7572.71
1578309300000,4247419.85461813,5851,7551.18
1578310200000,5182441.77674336,5619,7533.09
1578311100000,3153883.57829136,3727,7544.72
1578312000000,2256764.98222695,2969,7550.95
1578312900000,3027953.88405077,3021,7540.71
1578313800000,2600505.3535087,3087,7552.0
1578314700000,3325343.21745477,3807,7557.42
1578315600000,3138749.75523882,3936,7553.14
1578316500000,1873469.90168794,2748,7556.41
1578317400000,2992370.00968557,3650,7564.58
1578318300000,19918356.55331443,18010,7528.64
1578319200000,7215822.74246202,7535,7537.64
1578320100000,3240803.57227771,3874,7537.66
1578321000000,4286414.22665031,4460,7551.31
1578321900000,3219622.63827616,3416,7547.93
1578322800000,3179160.19749522,3562,7532.72
1578323700000,3066391.10937957,3563,7530.15
1578324600000,2173977.67920208,2662,7529.35
1578325500000,3968121.47845324,3763,7519.99
1578326400000,3781779.23395168,4819,7534.59
1578327300000,3619964.79424652,4129,7534.42
1578328200000,3015680.03891643,3930,7525.0
1578329100000,1830584.92909297,2776,7529.24
1578330000000,2220961.09974923,3348,7550.54
1578330900000,2575582.09107233,3766,7554.98
1578331800000,1800321.63833004,2697,7546.29
1578332700000,1729930.98040133,2628,7558.48
1578333600000,1743644.41771062,2667,7550.87
1578334500000,1514202.15776915,2533,7541.8
1578335400000,1492726.53683859,2082,7538.16
1578336300000,2119835.15142662,3065,7533.0
1578337200000,1473779.44410648,2648,7528.16
1578338100000,1429025.01838355,2780,7536.87
1578339000000,1491052.60864524,2319,7544.05
1578339900000,2112949.78827127,3188,7539.9
1578340800000,1288401.07225282,2543,7540.16
1578341700000,2064070.60432349,3513,7549.32
1578342600000,2265946.6470682,2588,7540.17
1578343500000,1762528.41125618,3051,7551.25
1578344400000,3594498.51746171,4243,7566.14
1578345300000,3320351.69240532,4150,7580.95
1578346200000,3825581.01603641,5291,7584.99
1578347100000,5191058.93946186,5923,7578.42
1578348000000,5096854.20864302,6703,7633.36
1578348900000,16829482.66231657,18368,7660.17
1578349800000,18504571.8958545,17468,7714.41
1578350700000,9857505.47392509,10289,7712.63
1578351600000,9363791.61961491,10035,7766.31
1578352500000,17534668.31772002,12778,7739.34
1578353400000,7190371.70653447,7494,7768.0
1578354300000,5217417.10095725,5134,7758.0
1578355200000,20442294.58115903,18513,7851.83
1578356100000,23621595.01585307,20289,7898.6
1578357000000,35671491.34683423,27920,7951.8
1578357900000,20696108.83050257,16224,7888.42
1578358800000,10911160.35330389,9157,7906.0
1578359700000,7284930.12080375,5746,7904.23
1578360600000,5210577.52420054,4719,7871.99
1578361500000,6465248.67392556,5173,7905.67
1578362400000,6418874.49920996,5144,7908.5
1578363300000,4880918.08085275,4566,7932.0
1578364200000,4826665.32098366,4862,7915.94
1578365100000,4917812.13483329,4239,7896.2
1578366000000,3780496.24083545,3947,7908.02
1578366900000,5214932.19273015,4627,7897.31
1578367800000,2730141.63018155,3792,7912.78
1578368700000,2590265.89925902,2645,7894.9
1578369600000,3546696.90484647,4030,7885.63
1578370500000,8564938.31963664,7194,7873.35
1578371400000,5443720.85222268,4246,7868.61
1578372300000,8122095.46151984,7607,7840.83
1578373200000,5019849.3587431,4513,7853.27
1578374100000,4255310.42136585,5088,7871.0
1578375000000,2664929.99655615,3783,7863.34
1578375900000,1803483.947756,2793,7869.33
1578376800000,2214322.76913355,3221,7868.29
1578377700000,1986192.42835302,2907,7863.6
1578378600000,1958669.33242108,2585,7860.43
1578379500000,1974580.35569466,2561,7872.91
1578380400000,3828562.04780149,4326,7873.71
1578381300000,2948371.57009391,3759,7872.28
1578382200000,2605617.01638111,3068,7870.01
1578383100000,4248522.96475903,3845,7883.37
1578384000000,4286990.46319468,4772,7891.2
1578384900000,5127972.05163123,5087,7900.93
1578385800000,3476347.44249574,4065,7880.18
1578386700000,3365103.12439133,3466,7883.97
1578387600000,1541145.66863488,2231,7882.09
1578388500000,3148394.56525635,2677,7868.04
1578389400000,2103617.99294034,3398,7875.12
1578390300000,3173854.04522455,3054,7856.26
1578391200000,2398901.95588715,3615,7864.84
1578392100000,1749614.29078393,2249,7870.99
1578393000000,1946903.26771081,2808,7873.4
1578393900000,3072780.72389009,3241,7889.24
1578394800000,5190835.35292747,5082,7916.44
1578395700000,7962101.20882116,7282,7938.43
1578396600000,7296372.66504456,6269,7928.22
1578397500000,12886932.8188619,10977,7895.14
1578398400000,7309454.76409754,7133,7898.35
1578399300000,8806818.49108363,9080,7864.81
1578400200000,4570686.21739767,5216,7875.64
1578401100000,4271807.76912113,4365,7869.05
1578402000000,9490648.83038545,9989,7835.04
1578402900000,5013153.88138562,5171,7842.12
1578403800000,4655329.13370677,4976,7843.59
1578404700000,3851508.07960296,3670,7847.99
1578405600000,4201669.30040261,4169,7857.67
1578406500000,3878783.92116031,4158,7875.37
1578407400000,4997345.17646638,4706,7863.6
1578408300000,5946241.2702544,5410,7838.8
1578409200000,7612260.41379186,9556,7833.77
1578410100000,4015583.73751821,4948,7831.37
1578411000000,15096624.04537357,12703,7789.22
1578411900000,14509082.4382271,9240,7764.59
1578412800000,17518860.99303383,13764,7852.85
1578413700000,9170113.69733106,7675,7882.96
1578414600000,16041199.27045225,11681,7903.01
1578415500000,7667163.61049051,6702,7912.18
1578416400000,6453358.37535198,6551,7901.99
1578417300000,7554081.68675524,7349,7935.72
1578418200000,6640486.68944788,6882,7943.54
1578419100000,5442445.01261091,4734,7938.33
